"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2014년 07월 08일","70.38","70.25","71.58","69.85","-","0.16%"
"2014년 07월 07일","70.26","72.04","72.04","70.03","-","-2.48%"
"2014년 07월 06일","72.05","72.05","72.05","72.05","-","0.00%"
"2014년 07월 03일","72.05","72.55","72.61","71.54","-","-0.51%"
"2014년 07월 02일","72.42","73.39","73.39","72.39","-","-1.29%"
"2014년 07월 01일","73.36","73.55","73.70","72.22","-","-0.16%"
"2014년 06월 30일","73.49","74.69","75.07","73.35","-","-1.69%"
"2014년 06월 27일","74.75","74.86","75.19","74.22","-","-0.03%"
"2014년 06월 26일","74.78","75.24","75.34","73.73","-","-0.51%"
"2014년 06월 25일","75.16","76.49","76.82","75.04","-","-1.80%"
"2014년 06월 24일","76.54","77.61","77.63","76.39","-","-1.58%"
"2014년 06월 23일","77.76","77.12","77.89","76.69","-","-11.61%"
"2014년 06월 20일","87.98","87.96","88.68","87.07","-","0.16%"
"2014년 06월 19일","87.84","91.08","91.18","87.81","-","-3.62%"
"2014년 06월 18일","91.14","90.04","91.43","90.04","-","0.89%"
"2014년 06월 17일","90.34","87.64","90.37","87.60","-","2.88%"
"2014년 06월 16일","87.81","87.06","88.43","87.03","-","0.91%"
"2014년 06월 13일","87.02","85.75","87.10","85.43","-","1.63%"
"2014년 06월 12일","85.63","85.43","86.60","84.84","-","0.23%"
"2014년 06월 11일","85.43","86.30","86.89","85.09","-","-1.19%"
"2014년 06월 10일","86.46","84.59","86.57","84.47","-","2.20%"
"2014년 06월 09일","84.60","84.72","84.93","84.08","-","-0.29%"
"2014년 06월 06일","84.85","85.60","85.66","84.74","-","-0.73%"
"2014년 06월 05일","85.47","86.13","86.33","85.45","-","-0.58%"
"2014년 06월 04일","85.97","87.60","87.79","85.93","-","-1.83%"
"2014년 06월 03일","87.57","86.65","88.59","86.15","-","1.13%"
"2014년 06월 02일","86.59","86.07","86.71","85.65","-","0.62%"
"2014년 05월 30일","86.06","86.36","86.65","85.42","-","-0.38%"
"2014년 05월 29일","86.39","84.89","86.94","84.54","-","1.62%"
"2014년 05월 28일","85.01","85.17","85.77","83.88","-","-0.02%"
"2014년 05월 27일","85.03","86.43","86.49","84.86","-","-1.90%"
"2014년 05월 23일","86.68","87.93","88.18","85.29","-","-1.48%"
"2014년 05월 22일","87.98","89.33","90.65","87.77","-","-1.42%"
"2014년 05월 21일","89.25","88.98","90.60","88.97","-","0.22%"
"2014년 05월 20일","89.06","89.21","89.74","88.72","-","-0.10%"
"2014년 05월 19일","89.14","89.82","89.91","89.13","-","-0.73%"
"2014년 05월 16일","89.80","90.42","90.85","89.78","-","-0.55%"
"2014년 05월 15일","90.29","90.73","91.27","90.13","-","-0.46%"
"2014년 05월 14일","90.71","91.00","92.12","90.62","-","-0.35%"
