"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2011년 03월 25일","750.40","751.00","751.00","751.00","0.00K","-0.24%"
"2011년 03월 24일","752.20","750.20","761.60","746.20","-","0.44%"
"2011년 03월 23일","748.90","742.65","742.65","742.65","0.05K","1.75%"
"2011년 03월 22일","736.00","744.80","750.20","732.50","-","-0.71%"
"2011년 03월 21일","741.30","740.00","743.00","739.80","0.05K","1.35%"
"2011년 03월 18일","731.40","731.45","731.45","731.45","0.00K","2.68%"
"2011년 03월 17일","712.30","693.00","721.50","687.50","-","0.88%"
"2011년 03월 16일","706.10","716.55","716.55","716.55","0.01K","0.40%"
"2011년 03월 15일","703.30","742.05","742.05","696.00","0.20K","-5.78%"
"2011년 03월 14일","746.45","746.45","747.65","746.45","0.02K","-2.27%"
"2011년 03월 11일","763.75","762.25","767.05","750.40","0.04K","-0.08%"
"2011년 03월 10일","764.35","767.35","769.70","762.50","0.02K","-2.05%"
"2011년 03월 09일","780.35","794.45","798.80","791.90","0.01K","-1.47%"
"2011년 03월 08일","792.00","788.60","794.90","775.60","-","0.43%"
"2011년 03월 07일","788.60","820.00","820.60","782.50","-","-2.38%"
"2011년 03월 04일","807.80","810.50","816.50","808.80","0.01K","-0.62%"
"2011년 03월 03일","812.80","818.40","824.10","800.10","-","-0.93%"
"2011년 03월 02일","820.40","813.50","821.90","807.70","0.05K","0.74%"
"2011년 03월 01일","814.35","798.00","814.90","797.10","0.10K","1.96%"
"2011년 02월 28일","798.70","792.80","804.80","787.80","-","1.69%"
"2011년 02월 25일","785.45","775.00","791.75","774.30","3.97K","1.02%"
"2011년 02월 24일","777.50","783.30","788.30","759.60","-","-0.72%"
"2011년 02월 23일","783.10","813.30","818.60","768.00","-","-3.59%"
"2011년 02월 22일","812.30","860.80","862.70","801.40","-","-5.67%"
"2011년 02월 21일","861.10","859.50","863.50","855.40","-","0.93%"
"2011년 02월 18일","853.20","845.10","859.80","843.60","-","0.93%"
"2011년 02월 17일","845.30","841.60","848.30","836.00","-","0.45%"
"2011년 02월 16일","841.50","838.30","845.70","834.00","-","0.32%"
"2011년 02월 15일","838.80","832.70","848.40","832.60","-","0.70%"
"2011년 02월 14일","833.00","814.70","835.80","813.80","-","2.40%"
"2011년 02월 11일","813.50","823.40","828.70","805.60","-","-1.17%"
"2011년 02월 10일","823.10","833.10","833.10","815.70","-","-1.24%"
"2011년 02월 09일","833.40","839.00","839.40","823.70","-","-0.64%"
"2011년 02월 08일","838.80","818.90","839.20","816.00","-","2.44%"
